measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,18,Thailand,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.03872553334122216,0.04806940508931242,0.030696476117222374
5,Prevalence,18,Thailand,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3751.648105411817,4652.17895420476,2972.57790842469
5,Prevalence,126,Costa Rica,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.046207200605155194,0.05817245455814042,0.03687956650332752
5,Prevalence,126,Costa Rica,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4381.510092098597,5495.526383657936,3492.4774016586202
5,Prevalence,6,China,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.034123848942769,0.03915686389076763,0.029428611557279553
5,Prevalence,6,China,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3265.1066448278825,3740.269131835654,2813.03976513706
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03515023126663645,0.04169864244578805,0.030029117934280095
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3376.04523873761,4002.230533346359,2882.000398066097
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04175275834580251,0.05157164416825145,0.033457316021523284
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4010.2792111078825,4962.990996095153,3211.5107323287025
5,Prevalence,18,Thailand,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.035992561760537126,0.04219050075198909,0.030835670976333534
5,Prevalence,18,Thailand,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3486.8790020253496,4077.203608983148,2978.0872954710767
5,Prevalence,107,Barbados,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03792861215565324,0.043466160654988026,0.03323884428021985
5,Prevalence,107,Barbados,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3666.033289074943,4200.7933518569735,3215.9462920028554
5,Prevalence,85,Israel,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.04536477962904792,0.05152788599489041,0.04003105212902569
5,Prevalence,85,Israel,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4205.3986491621245,4790.196006385754,3712.929548611922
5,Prevalence,85,Israel,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.040508039192666837,0.05036560362268308,0.0323297730254147
5,Prevalence,85,Israel,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3755.208025955218,4678.394817805704,3002.0366188887747
5,Prevalence,67,Japan,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.025733713330540794,0.029330603174979715,0.022418043479908605
5,Prevalence,67,Japan,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,2458.4839155905493,2798.5084979100466,2144.572255335043
5,Prevalence,50,Montenegro,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.035267201549426946,0.040788630019991605,0.030999450461997674
5,Prevalence,50,Montenegro,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3351.0301258191553,3878.8333820374783,2946.6165224986294
5,Prevalence,50,Montenegro,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04248317339536322,0.053192004248175655,0.034091489032668024
5,Prevalence,50,Montenegro,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4036.7007596228223,5055.255160645234,3235.449411022868
5,Prevalence,13,Malaysia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04969692746650534,0.061958484232521024,0.0392340403266459
5,Prevalence,13,Malaysia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4701.810482124489,5848.097247351492,3699.3511963646947
5,Prevalence,94,Switzerland,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.07648245854949398,0.09183784144593313,0.06316431504626807
5,Prevalence,94,Switzerland,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,7216.260473895172,8660.723083955403,5965.880046488908
5,Prevalence,13,Malaysia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03902576241817516,0.04430420237596457,0.03434355076338582
5,Prevalence,13,Malaysia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3692.170117088403,4185.962490169589,3252.8745967533864
5,Prevalence,171,Democratic Republic of the Congo,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.0406514560159454,0.047554357618415075,0.034667974897601934
5,Prevalence,171,Democratic Republic of the Congo,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4013.821040581489,4695.596566940538,3420.7092795903623
5,Prevalence,171,Democratic Republic of the Congo,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.03355025954606822,0.04320597220740646,0.02582692780897427
5,Prevalence,171,Democratic Republic of the Congo,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3312.6692746189965,4263.864081037661,2552.3961404626216
5,Prevalence,29,Tonga,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.02449099390454005,0.02865009514293339,0.020998470127592025
5,Prevalence,29,Tonga,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2316.743958710491,2709.48721010501,1991.2311489517567
5,Prevalence,66,Brunei Darussalam,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.0326480838823434,0.04093631776064975,0.025585263915643693
5,Prevalence,66,Brunei Darussalam,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3040.0428870508076,3821.119889683257,2384.340753432569
5,Prevalence,150,Oman,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.04256077631620182,0.050702451787936385,0.035966744960433054
5,Prevalence,150,Oman,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4098.260504977774,4880.411926014197,3464.8987501403926
5,Prevalence,150,Oman,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04967226019706271,0.06445068969849499,0.03799529319158546
5,Prevalence,150,Oman,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4783.131305273642,6177.587895851773,3669.423465759105
5,Prevalence,72,New Zealand,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.04126402187758959,0.046230418963495626,0.03700180112362109
5,Prevalence,72,New Zealand,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3820.327514644545,4272.47839695124,3427.642778406334
5,Prevalence,72,New Zealand,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.08015696284225184,0.09356349269391723,0.06870417907520072
5,Prevalence,72,New Zealand,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,7421.266964334322,8654.250745619896,6346.548404895043
5,Prevalence,93,Sweden,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.05296983599874572,0.06068653999173166,0.045823946818992434
5,Prevalence,93,Sweden,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,5009.631204529846,5740.957548558017,4337.735210105995
5,Prevalence,108,Belize,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.042986328287096344,0.05470242090883171,0.033642704829635085
5,Prevalence,108,Belize,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4095.5560439592346,5193.084954026335,3197.091426949615
5,Prevalence,39,Tajikistan,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.025180261417012517,0.02962425515607469,0.021657904260803322
5,Prevalence,39,Tajikistan,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2364.657817223202,2788.838819427747,2037.3361790357355
5,Prevalence,39,Tajikistan,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.024111075722296392,0.03057861453170511,0.018728426715165045
5,Prevalence,39,Tajikistan,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,2264.244845493653,2867.2160616769984,1756.4202597512501
5,Prevalence,46,Croatia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04243479605996726,0.05325304012931334,0.03405639490574319
5,Prevalence,46,Croatia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4074.0173440905364,5122.0520083259435,3262.6808742287335
5,Prevalence,6,China,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.036015997854341564,0.03999453934027432,0.032413228873728085
5,Prevalence,6,China,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3446.139931062315,3824.8507689445337,3100.8287112316834
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.039526570250630416,0.04899855329471891,0.03164670655485267
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3793.1320481913685,4714.134153049209,3033.817131264832
5,Prevalence,66,Brunei Darussalam,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.017454207978208135,0.020305628425612364,0.014915344046598283
5,Prevalence,66,Brunei Darussalam,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,1625.2328999610133,1894.1177621820439,1395.028864296064
5,Prevalence,75,Austria,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.0393780072114325,0.045031213005312765,0.03471181057183576
5,Prevalence,75,Austria,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3744.9844838164922,4282.936309808547,3301.1213868855125
5,Prevalence,75,Austria,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.06575922320797428,0.08115295063552208,0.05293694126736437
5,Prevalence,75,Austria,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,6254.01084962965,7715.548628048821,5031.871835221469
5,Prevalence,130,Mexico,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.037590409714537094,0.04177851820158155,0.03386368324711361
5,Prevalence,130,Mexico,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3544.332965802416,3930.4439981907626,3201.780432799887
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03199753298618047,0.03786003739861563,0.027344210324106586
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3070.560505604691,3632.4964113912847,2629.876043465814
5,Prevalence,86,Italy,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.04547122951066885,0.05048539236328777,0.04087502673232235
5,Prevalence,86,Italy,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4360.72434705601,4838.712984914675,3911.018458017755
5,Prevalence,86,Italy,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.06175957181576584,0.07070709799726502,0.05337167993936635
5,Prevalence,86,Italy,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,5922.800292901442,6807.580561794602,5123.682131661775
5,Prevalence,91,Portugal,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.08914407883799641,0.11130787241416441,0.07211447812126548
5,Prevalence,91,Portugal,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,8479.466667296392,10595.609859192813,6852.037727790548
5,Prevalence,160,Afghanistan,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.038819645915644456,0.04561115908818084,0.03321154850812967
5,Prevalence,160,Afghanistan,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3687.386301563126,4331.567794217318,3154.8627699631757
5,Prevalence,160,Afghanistan,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.046581972830610864,0.059454225638615944,0.03521662204027908
5,Prevalence,160,Afghanistan,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4424.743212523642,5664.025938449607,3360.240328244532
5,Prevalence,20,Viet Nam,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.02726127223029168,0.03255950017687372,0.02314252815869258
5,Prevalence,20,Viet Nam,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2629.79155458957,3138.7691433350064,2232.746723693258
5,Prevalence,20,Viet Nam,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.024827040817715987,0.030787385992581382,0.0196561698860653
5,Prevalence,20,Viet Nam,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,2395.0224067406193,2973.2027597774922,1895.5268974748894
5,Prevalence,195,Namibia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.031690786509169094,0.036924791645544255,0.027373883348254153
5,Prevalence,195,Namibia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3046.5827255598633,3537.0955732249063,2633.1892089394114
5,Prevalence,195,Namibia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.03470276994670703,0.04362710039029246,0.02693459234145854
5,Prevalence,195,Namibia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3336.1677126023797,4191.920249435762,2586.694208387078
5,Prevalence,118,Suriname,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.05045796093205999,0.0580177453752724,0.04429206827595354
5,Prevalence,118,Suriname,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4859.640670491182,5588.42102885566,4263.191506184861
5,Prevalence,118,Suriname,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04426628392357112,0.05558466017214147,0.03510073200681391
5,Prevalence,118,Suriname,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4263.395562353906,5377.481093696601,3372.745070138515
5,Prevalence,23,Kiribati,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.026870687178095567,0.03151598691361345,0.022848600271649658
5,Prevalence,23,Kiribati,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2597.1891384914998,3043.337921698896,2204.8878470257287
5,Prevalence,23,Kiribati,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.039798987937251055,0.0500404554527201,0.03093162484504788
5,Prevalence,23,Kiribati,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3846.72190371369,4830.104998421075,2980.1824189385234
5,Prevalence,53,Serbia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.03902778952011163,0.04929328814791363,0.03142124235844485
5,Prevalence,53,Serbia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3745.52996068451,4727.696237429241,3017.860390032597
5,Prevalence,130,Mexico,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.03795627946872255,0.04455918692244559,0.03236289410877828
5,Prevalence,130,Mexico,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3578.852983061907,4207.50448174824,3045.2817870102435
5,Prevalence,11,Indonesia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.025037760686149612,0.02816139956623451,0.02212241294943377
5,Prevalence,11,Indonesia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2409.203380586,2706.7768096208874,2127.5543530200175
5,Prevalence,11,Indonesia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.03731003368663823,0.04350736843113885,0.03165718103008484
5,Prevalence,11,Indonesia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3590.08099787818,4182.693620992731,3045.8182183935005
5,Prevalence,139,Algeria,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.043247499525400114,0.05063734290413451,0.036897021077984836
5,Prevalence,139,Algeria,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4084.5636129037866,4774.77876054102,3481.3219420157366
5,Prevalence,139,Algeria,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.050765213253028914,0.06418412860904249,0.04005550558926686
5,Prevalence,139,Algeria,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4794.648494952239,6026.831058398259,3784.783899628605
5,Prevalence,10,Cambodia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.028234058340989812,0.03308352941953196,0.024231554472875932
5,Prevalence,10,Cambodia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2743.919367958397,3214.1167746717733,2357.5784371341806
5,Prevalence,116,Saint Lucia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03742273071415689,0.04306922829858269,0.03250598580498339
5,Prevalence,116,Saint Lucia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3612.6070428353037,4167.648997476183,3141.0121435261844
5,Prevalence,116,Saint Lucia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04827486306112134,0.060953172450656186,0.038578066467236605
5,Prevalence,116,Saint Lucia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4660.288759460758,5888.915292063009,3722.986396816149
5,Prevalence,54,Slovakia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03532183902456829,0.04119268494909619,0.03085050858675459
5,Prevalence,54,Slovakia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3375.648251770994,3926.6892605275307,2950.613697221895
5,Prevalence,91,Portugal,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.05602472369414863,0.06153838282219929,0.05115193543701893
5,Prevalence,91,Portugal,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,5328.9800079447805,5845.019370853071,4869.427628185092
5,Prevalence,29,Tonga,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.040578503145465766,0.050944932998379856,0.03216868714678253
5,Prevalence,29,Tonga,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3838.565169620243,4823.571380994431,3037.951176016497
5,Prevalence,52,Romania,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.034627744657542106,0.04000981217756246,0.030239585775629012
5,Prevalence,52,Romania,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3321.0933399450423,3831.9335558248345,2898.750137516817
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03760338750059232,0.043343704381263566,0.03272188572607403
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3537.574780099698,4082.5832849160033,3087.227035500454
5,Prevalence,71,Australia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.052585811052357406,0.05918541631728283,0.047153719881999824
5,Prevalence,71,Australia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4938.286486593039,5552.455622472702,4417.946744460451
5,Prevalence,305,Bermuda,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.049893396072302296,0.06300321465929777,0.03982072749483097
5,Prevalence,305,Bermuda,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4827.290990413482,6081.840529903139,3848.5069287160472
5,Prevalence,90,Norway,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03752591065904463,0.04157196424475057,0.03354514331165535
5,Prevalence,90,Norway,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3556.1080360129254,3937.8478725427253,3180.0550859695145
5,Prevalence,162,Bhutan,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.037942659765161764,0.04395206638238699,0.03283509675137542
5,Prevalence,162,Bhutan,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3666.022905446962,4248.288711581758,3171.4078258025497
5,Prevalence,162,Bhutan,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.033253666068098424,0.042668837949511554,0.02637244108104044
5,Prevalence,162,Bhutan,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3212.971641525692,4116.197201224876,2543.1649161802357
5,Prevalence,393,Saint Kitts and Nevis,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.04505465178029895,0.05343032575384978,0.03765245139739993
5,Prevalence,393,Saint Kitts and Nevis,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4312.189298020688,5121.43961430889,3603.7912768317556
5,Prevalence,393,Saint Kitts and Nevis,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04839010365137622,0.06111579015364066,0.038436818571828325
5,Prevalence,393,Saint Kitts and Nevis,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4631.487573999933,5844.447138611559,3678.846984601715
5,Prevalence,45,Bulgaria,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03680117651540952,0.04216198835325583,0.03230104063830209
5,Prevalence,45,Bulgaria,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3546.353540323574,4066.913594111763,3114.5131659208273
